加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
1, 1, 0,148, 148
1, 2, 148,296, 148
16, 1, 148,315, 167
1, 3, 296,444, 148
16, 2, 315,482, 167
18, 1, 315,534, 219
1, 4, 444,592, 148
16, 3, 482,649, 167
18, 2, 534,753, 219
26, 1, 534,798, 264
1, 5, 592,740, 148
16, 4, 649,816, 167
1, 6, 740,888, 148
18, 3, 753,972, 219
10, 1, 798,985, 187
26, 2, 798,1062, 264
16, 5, 816,983, 167
1, 7, 888,1036, 148
18, 4, 972,1191, 219
16, 6, 983,1150, 167
12, 1, 985,1249, 264
1, 8, 1036,1184, 148
10, 2, 1062,1249, 187
26, 3, 1062,1326, 264
16, 7, 1150,1317, 167
1, 9, 1184,1332, 148
18, 5, 1191,1410, 219
12, 2, 1249,1513, 264
19, 1, 1249,1513, 264
16, 8, 1317,1484, 167
10, 3, 1326,1513, 187
26, 4, 1326,1590, 264
1, 10, 1332,1480, 148
18, 6, 1410,1629, 219
1, 11, 1480,1628, 148
16, 9, 1484,1651, 167
7, 1, 1513,1926, 413
12, 3, 1513,1777, 264
19, 2, 1513,1777, 264
10, 4, 1590,1777, 187
26, 5, 1590,1854, 264
1, 12, 1628,1776, 148
18, 7, 1629,1848, 219
16, 10, 1651,1818, 167
1, 12, 1776,2174, 398
12, 4, 1777,2041, 264
19, 3, 1777,2041, 264
16, 11, 1818,1985, 167
18, 8, 1848,2067, 219
10, 5, 1854,2041, 187
26, 6, 1854,2118, 264
7, 2, 1926,2339, 413
8, 1, 1926,2074, 148
12, 5, 2041,2305, 264
19, 4, 2041,2305, 264
18, 9, 2067,2286, 219
13, 1, 2074,2409, 335
10, 6, 2118,2305, 187
26, 7, 2118,2382, 264
1, 11, 2174,2572, 398
16, 12, 2174,2341, 167
18, 10, 2286,2505, 219
12, 6, 2305,2569, 264
19, 5, 2305,2569, 264
7, 3, 2339,2752, 413
8, 2, 2339,2487, 148
16, 12, 2341,2805, 464
10, 7, 2382,2569, 187
26, 8, 2382,2646, 264
4, 1, 2409,2628, 219
13, 2, 2487,2822, 335
12, 7, 2569,2833, 264
19, 6, 2569,2833, 264
1, 10, 2572,2970, 398
18, 11, 2572,2791, 219
22, 1, 2628,2776, 148
10, 8, 2646,2833, 187
26, 9, 2646,2910, 264
7, 4, 2752,3165, 413
8, 3, 2752,2900, 148
30, 1, 2776,2943, 167
16, 11, 2805,3269, 464
18, 12, 2805,3024, 219
4, 2, 2822,3041, 219
12, 8, 2833,3097, 264
19, 7, 2833,3097, 264
13, 3, 2900,3235, 335
10, 9, 2910,3097, 187
14, 1, 2943,3356, 413
26, 10, 2970,3234, 264
18, 12, 3024,3665, 641
30, 2, 3041,3208, 167
12, 9, 3097,3361, 264
19, 8, 3097,3361, 264
7, 5, 3165,3578, 413
8, 4, 3165,3313, 148
22, 2, 3208,3356, 148
10, 10, 3234,3421, 187
30, 3, 3235,3402, 167
26, 11, 3269,3533, 264
13, 4, 3313,3648, 335
2, 1, 3356,3523, 167
14, 2, 3356,3769, 413
19, 9, 3361,3625, 264
4, 3, 3402,3621, 219
16, 10, 3421,3885, 464
20, 1, 3523,3858, 335
10, 11, 3533,3720, 187
7, 6, 3578,3991, 413
8, 5, 3578,3726, 148
22, 3, 3621,3769, 148
1, 9, 3625,4023, 398
4, 4, 3648,3867, 219
26, 12, 3665,3929, 264
18, 11, 3720,4361, 641
13, 5, 3726,4061, 335
2, 2, 3769,3936, 167
14, 3, 3769,4182, 413
15, 1, 3858,4006, 148
22, 4, 3867,4015, 148
12, 10, 3885,4149, 264
10, 12, 3929,4116, 187
20, 2, 3936,4271, 335
7, 7, 3991,4404, 413
8, 6, 3991,4139, 148
9, 1, 4006,4173, 167
30, 4, 4015,4182, 167
1, 8, 4023,4421, 398
16, 9, 4023,4487, 464
22, 5, 4061,4209, 148
10, 12, 4116,4646, 530
13, 6, 4139,4474, 335
19, 10, 4149,4413, 264
29, 1, 4173,4321, 148
2, 3, 4182,4349, 167
14, 4, 4182,4595, 413
30, 5, 4209,4376, 167
9, 2, 4271,4438, 167
24, 1, 4321,4508, 187
20, 3, 4349,4684, 335
12, 11, 4361,4625, 264
4, 5, 4376,4595, 219
8, 7, 4404,4552, 148
18, 10, 4413,5054, 641
7, 8, 4421,4834, 413
15, 2, 4438,4586, 148
30, 6, 4474,4641, 167
6, 1, 4508,4843, 335
1, 7, 4552,4950, 398
29, 2, 4586,4734, 148
2, 4, 4595,4762, 167
14, 5, 4595,5008, 413
19, 11, 4625,4889, 264
4, 6, 4641,4860, 219
12, 12, 4646,4910, 264
9, 3, 4684,4851, 167
24, 2, 4734,4921, 187
20, 4, 4762,5097, 335
7, 9, 4834,5247, 413
16, 8, 4834,5298, 464
3, 1, 4843,5030, 187
29, 3, 4851,4999, 148
22, 6, 4860,5008, 148
10, 11, 4889,5419, 530
12, 12, 4910,5705, 795
6, 2, 4921,5256, 335
13, 7, 4950,5285, 335
15, 3, 4999,5147, 148
2, 5, 5008,5175, 167
14, 6, 5008,5421, 413
25, 1, 5030,5249, 219
9, 4, 5097,5264, 167
24, 3, 5147,5334, 187
20, 5, 5175,5510, 335
7, 10, 5247,5660, 413
18, 9, 5247,5888, 641
23, 1, 5249,5416, 167
3, 2, 5256,5443, 187
15, 4, 5264,5412, 148
4, 7, 5285,5504, 219
13, 8, 5298,5633, 335
6, 3, 5334,5669, 335
24, 4, 5412,5599, 187
17, 1, 5416,5603, 187
1, 6, 5421,5819, 398
23, 2, 5443,5610, 167
16, 7, 5504,5968, 464
15, 5, 5510,5658, 148
29, 4, 5599,5747, 148
5, 1, 5603,5867, 264
17, 2, 5610,5797, 187
8, 8, 5633,5781, 148
24, 5, 5658,5845, 187
7, 11, 5660,6073, 413
10, 10, 5660,6190, 530
23, 3, 5669,5836, 167
26, 12, 5705,6500, 795
6, 4, 5747,6082, 335
4, 8, 5781,6000, 219
25, 2, 5797,6016, 219
2, 6, 5819,5986, 167
17, 3, 5836,6023, 187
29, 5, 5845,5993, 148
27, 1, 5867,6202, 335
8, 9, 5888,6036, 148
14, 7, 5968,6381, 413
20, 6, 5986,6321, 335
9, 5, 5993,6160, 167
18, 8, 6000,6641, 641
5, 2, 6016,6280, 264
3, 3, 6023,6210, 187
13, 9, 6036,6371, 335
12, 11, 6073,6868, 795
17, 4, 6082,6269, 187
1, 5, 6160,6558, 398
8, 10, 6190,6338, 148
21, 1, 6202,6615, 413
25, 3, 6210,6429, 219
23, 4, 6269,6436, 167
27, 2, 6280,6615, 335
24, 6, 6321,6508, 187
4, 9, 6371,6590, 219
13, 10, 6371,6706, 335
22, 7, 6381,6529, 148
5, 3, 6429,6693, 264
3, 4, 6436,6623, 187
19, 12, 6500,6764, 264
16, 6, 6508,6972, 464
30, 7, 6529,6696, 167
23, 5, 6558,6725, 167
10, 9, 6590,7120, 530
21, 2, 6615,7028, 413
28, 1, 6615,7028, 413
1, 4, 6623,7021, 398
14, 8, 6641,7054, 413
27, 3, 6693,7028, 335
20, 7, 6696,7031, 335
4, 10, 6706,6925, 219
6, 5, 6725,7060, 335
19, 12, 6764,7559, 795
26, 11, 6868,7663, 795
12, 10, 6925,7720, 795
23, 6, 6972,7139, 167
25, 4, 7021,7240, 219
1, 3, 7028,7426, 398
11, 1, 7028,7247, 219
28, 2, 7028,7441, 413
2, 7, 7031,7198, 167
30, 8, 7054,7221, 167
17, 5, 7060,7247, 187
14, 9, 7120,7533, 413
9, 6, 7139,7306, 167
24, 7, 7198,7385, 187
22, 8, 7221,7369, 148
5, 4, 7240,7504, 264
16, 5, 7247,7711, 464
29, 6, 7306,7454, 148
20, 8, 7369,7704, 335
9, 7, 7385,7552, 167
21, 3, 7426,7839, 413
11, 2, 7441,7660, 219
17, 6, 7454,7641, 187
27, 4, 7504,7839, 335
30, 9, 7533,7700, 167
29, 7, 7552,7700, 148
7, 12, 7559,7972, 413
15, 6, 7641,7789, 148
1, 2, 7660,8058, 398
13, 11, 7663,7998, 335
17, 7, 7700,7887, 187
22, 9, 7700,7848, 148
9, 8, 7704,7871, 167
5, 5, 7711,7975, 264
14, 10, 7720,8133, 413
6, 6, 7789,8124, 335
21, 4, 7839,8252, 413
28, 3, 7839,8252, 413
12, 9, 7848,8643, 795
29, 8, 7871,8019, 148
15, 7, 7887,8035, 148
7, 12, 7972,9275, 1303
3, 5, 7975,8162, 187
19, 11, 7998,8793, 795
17, 8, 8019,8206, 187
18, 7, 8035,8676, 641
1, 1, 8058,8456, 398
5, 6, 8124,8388, 264
30, 10, 8133,8300, 167
27, 5, 8162,8497, 335
24, 8, 8206,8393, 187
11, 3, 8252,8471, 219
28, 4, 8252,8665, 413
26, 10, 8300,9095, 795
3, 6, 8388,8575, 187
15, 8, 8393,8541, 148
21, 5, 8497,8910, 413
10, 8, 8541,9071, 530
27, 6, 8575,8910, 335
29, 9, 8643,8791, 148
11, 4, 8665,8884, 219
6, 7, 8676,9011, 335
9, 9, 8791,8958, 167
8, 11, 8793,8941, 148
16, 4, 8884,9348, 464
21, 6, 8910,9323, 413
28, 5, 8910,9323, 413
14, 11, 8941,9354, 413
15, 9, 8958,9106, 148
3, 7, 9011,9198, 187
2, 8, 9071,9238, 167
9, 10, 9095,9262, 167
17, 9, 9106,9293, 187
5, 7, 9198,9462, 264
12, 8, 9238,10033, 795
29, 10, 9262,9410, 148
13, 12, 9275,9610, 335
26, 9, 9293,10088, 795
18, 6, 9323,9964, 641
25, 5, 9323,9542, 219
16, 3, 9348,9812, 464
9, 11, 9354,9521, 167
15, 10, 9410,9558, 148
21, 7, 9462,9875, 413
30, 11, 9521,9688, 167
11, 5, 9542,9761, 219
19, 10, 9558,10353, 795
14, 12, 9610,10023, 413
4, 11, 9688,9907, 219
16, 2, 9812,10276, 464
23, 7, 9875,10042, 167
15, 11, 9907,10055, 148
11, 6, 9964,10183, 219
18, 5, 9964,10605, 641
8, 12, 10023,10171, 148
5, 8, 10033,10297, 264
12, 7, 10042,10837, 795
29, 11, 10055,10203, 148
2, 9, 10088,10255, 167
8, 12, 10171,10569, 398
25, 6, 10183,10402, 219
7, 11, 10203,11506, 1303
20, 9, 10255,10590, 335
16, 1, 10276,10740, 464
21, 8, 10297,10710, 413
17, 10, 10353,10540, 187
28, 6, 10402,10815, 413
22, 10, 10540,10688, 148
4, 12, 10569,10788, 219
24, 9, 10590,10777, 187
18, 4, 10605,11246, 641
20, 10, 10688,11023, 335
6, 8, 10710,11045, 335
19, 9, 10777,11572, 795
15, 12, 10788,10936, 148
12, 6, 10837,11632, 795
28, 7, 10837,11250, 413
29, 12, 10936,11084, 148
2, 10, 11023,11190, 167
26, 8, 11045,11840, 795
29, 12, 11084,11482, 398
24, 10, 11190,11377, 187
18, 3, 11246,11887, 641
10, 7, 11250,11780, 530
14, 12, 11482,12785, 1303
7, 10, 11506,12809, 1303
20, 11, 11506,11841, 335
5, 9, 11572,11836, 264
12, 5, 11632,12427, 795
10, 6, 11780,12310, 530
25, 7, 11780,11999, 219
21, 9, 11836,12249, 413
19, 8, 11840,12635, 795
17, 11, 11841,12028, 187
18, 2, 11887,12528, 641
11, 7, 11999,12218, 219
22, 11, 12028,12176, 148
29, 11, 12176,12574, 398
27, 7, 12218,12553, 335
6, 9, 12249,12584, 335
10, 5, 12427,12957, 530
12, 4, 12427,13222, 795
18, 1, 12528,13169, 641
26, 7, 12553,13348, 795
8, 11, 12574,12972, 398
11, 8, 12635,12854, 219
17, 12, 12785,12972, 187
6, 10, 12809,13144, 335
7, 9, 12809,14112, 1303
25, 8, 12854,13073, 219
2, 11, 12972,13139, 167
9, 12, 12972,13139, 167
28, 8, 13073,13486, 413
14, 11, 13139,14442, 1303
17, 12, 13139,13669, 530
8, 10, 13144,13542, 398
10, 4, 13222,13752, 530
12, 3, 13222,14017, 795
19, 7, 13348,14143, 795
26, 6, 13348,14143, 795
27, 8, 13486,13821, 335
21, 10, 13542,13955, 413
15, 12, 13669,14067, 398
23, 8, 13821,13988, 167
5, 10, 13955,14219, 264
3, 8, 13988,14175, 187
10, 3, 14017,14547, 530
12, 2, 14017,14812, 795
9, 12, 14067,14531, 464
8, 9, 14112,14510, 398
19, 6, 14143,14938, 795
26, 5, 14143,14938, 795
7, 8, 14175,15478, 1303
29, 10, 14219,14617, 398
6, 11, 14442,14777, 335
11, 9, 14510,14729, 219
30, 12, 14531,14698, 167
14, 10, 14617,15920, 1303
2, 12, 14698,14865, 167
28, 9, 14729,15142, 413
24, 11, 14777,14964, 187
10, 2, 14812,15342, 530
12, 1, 14812,15607, 795
30, 12, 14865,15329, 464
19, 5, 14938,15733, 795
26, 4, 14938,15733, 795
5, 11, 14964,15228, 264
25, 9, 15142,15361, 219
21, 11, 15228,15641, 413
5, 12, 15329,15593, 264
23, 9, 15361,15528, 167
7, 7, 15478,16781, 1303
8, 8, 15478,15876, 398
27, 9, 15528,15863, 335
4, 12, 15593,16234, 641
10, 1, 15607,16137, 530
30, 11, 15641,16105, 464
19, 4, 15733,16528, 795
26, 3, 15733,16528, 795
3, 9, 15863,16050, 187
11, 10, 15920,16139, 219
29, 9, 16050,16448, 398
17, 11, 16105,16635, 530
27, 10, 16139,16474, 335
21, 12, 16234,16647, 413
14, 9, 16448,17751, 1303
29, 8, 16448,16846, 398
28, 10, 16474,16887, 413
19, 3, 16528,17323, 795
26, 2, 16528,17323, 795
4, 11, 16635,17276, 641
21, 12, 16647,17950, 1303
7, 6, 16781,18084, 1303
8, 7, 16781,17179, 398
23, 10, 16887,17054, 167
25, 10, 17054,17273, 219
29, 7, 17179,17577, 398
30, 10, 17273,17737, 464
28, 11, 17276,17689, 413
19, 2, 17323,18118, 795
26, 1, 17323,18118, 795
27, 11, 17689,18024, 335
3, 10, 17737,17924, 187
14, 8, 17751,19054, 1303
30, 9, 17751,18215, 464
4, 10, 17924,18565, 641
20, 12, 17950,18285, 335
3, 11, 18024,18211, 187
7, 5, 18084,19387, 1303
29, 6, 18084,18482, 398
19, 1, 18118,18913, 795
23, 11, 18211,18378, 167
24, 12, 18285,18472, 187
25, 11, 18378,18597, 219
5, 12, 18472,19267, 795
8, 6, 18482,18880, 398
4, 9, 18565,19206, 641
17, 10, 18565,19095, 530
9, 11, 18597,19061, 464
14, 7, 19054,20357, 1303
30, 8, 19054,19518, 464
15, 11, 19061,19459, 398
9, 10, 19095,19559, 464
17, 9, 19206,19736, 530
6, 12, 19267,19602, 335
7, 4, 19387,20690, 1303
29, 5, 19387,19785, 398
21, 11, 19459,20762, 1303
4, 8, 19518,20159, 641
15, 10, 19559,19957, 398
27, 12, 19602,19937, 335
9, 9, 19736,20200, 464
8, 5, 19785,20183, 398
22, 12, 19937,20085, 148
27, 12, 20085,21123, 1038
17, 8, 20159,20689, 530
15, 9, 20200,20598, 398
14, 6, 20357,21660, 1303
30, 7, 20357,20821, 464
15, 8, 20689,21087, 398
7, 3, 20690,21993, 1303
8, 4, 20690,21088, 398
5, 11, 20762,21557, 795
21, 10, 20762,22065, 1303
17, 7, 20821,21351, 530
9, 8, 21087,21551, 464
29, 4, 21088,21486, 398
28, 12, 21123,21536, 413
15, 7, 21351,21749, 398
23, 12, 21536,21703, 167
11, 11, 21557,21776, 219
14, 5, 21660,22963, 1303
17, 6, 21660,22190, 530
22, 12, 21703,22101, 398
4, 7, 21749,22390, 641
27, 11, 21776,22814, 1038
7, 2, 21993,23296, 1303
8, 3, 21993,22391, 398
5, 10, 22065,22860, 795
21, 9, 22065,23368, 1303
6, 12, 22101,23139, 1038
15, 6, 22190,22588, 398
9, 7, 22390,22854, 464
29, 3, 22391,22789, 398
4, 6, 22588,23229, 641
22, 11, 22814,23212, 398
27, 10, 22860,23898, 1038
14, 4, 22963,24266, 1303
17, 5, 22963,23493, 530
11, 12, 23139,23358, 219
6, 11, 23212,24250, 1038
9, 6, 23229,23693, 464
7, 1, 23296,24599, 1303
8, 2, 23296,23694, 398
24, 12, 23358,23888, 530
5, 9, 23368,24163, 795
21, 8, 23368,24671, 1303
15, 5, 23493,23891, 398
30, 6, 23693,24157, 464
29, 2, 23694,24092, 398
25, 12, 23888,24107, 219
9, 5, 23891,24355, 464
22, 10, 23898,24296, 398
23, 12, 24107,24571, 464
27, 9, 24163,25201, 1038
24, 11, 24250,24780, 530
14, 3, 24266,25569, 1303
15, 4, 24266,24664, 398
6, 10, 24296,25334, 1038
30, 5, 24355,24819, 464
20, 12, 24571,25609, 1038
8, 1, 24599,24997, 398
17, 4, 24664,25194, 530
5, 8, 24671,25466, 795
21, 7, 24671,25974, 1303
23, 11, 24780,25244, 464
4, 5, 24819,25460, 641
29, 1, 24997,25395, 398
9, 4, 25194,25658, 464
22, 9, 25201,25599, 398
24, 10, 25334,25864, 530
27, 8, 25466,26504, 1038
14, 2, 25569,26872, 1303
17, 3, 25569,26099, 530
6, 9, 25599,26637, 1038
20, 11, 25609,26647, 1038
25, 12, 25609,26250, 641
4, 4, 25658,26299, 641
23, 10, 25864,26328, 464
5, 7, 25974,26769, 795
21, 6, 25974,27277, 1303
9, 3, 26099,26563, 464
2, 12, 26250,26714, 464
30, 4, 26299,26763, 464
22, 8, 26504,26902, 398
15, 3, 26563,26961, 398
24, 9, 26637,27167, 530
20, 10, 26647,27685, 1038
25, 11, 26647,27288, 641
11, 12, 26714,27355, 641
27, 7, 26769,27807, 1038
14, 1, 26872,28175, 1303
17, 2, 26872,27402, 530
6, 8, 26902,27940, 1038
30, 3, 26961,27425, 464
23, 9, 27167,27631, 464
5, 6, 27277,28072, 795
21, 5, 27277,28580, 1303
2, 11, 27288,27752, 464
3, 12, 27355,27542, 187
15, 2, 27402,27800, 398
4, 3, 27425,28066, 641
13, 12, 27542,28580, 1038
20, 9, 27685,28723, 1038
25, 10, 27685,28326, 641
11, 11, 27752,28393, 641
30, 2, 27800,28264, 464
22, 7, 27807,28205, 398
23, 8, 27940,28404, 464
27, 6, 28072,29110, 1038
15, 1, 28175,28573, 398
6, 7, 28205,29243, 1038
4, 2, 28264,28905, 641
2, 10, 28326,28790, 464
24, 8, 28404,28934, 530
30, 1, 28573,29037, 464
5, 5, 28580,29375, 795
13, 11, 28580,29618, 1038
21, 4, 28580,29883, 1303
28, 12, 28580,29883, 1303
25, 9, 28723,29364, 641
11, 10, 28790,29431, 641
9, 2, 28905,29369, 464
20, 8, 28934,29972, 1038
17, 1, 29037,29567, 530
22, 6, 29110,29508, 398
24, 7, 29243,29773, 530
2, 9, 29364,29828, 464
27, 5, 29375,30413, 1038
6, 6, 29508,30546, 1038
4, 1, 29567,30208, 641
13, 10, 29618,30656, 1038
23, 7, 29773,30237, 464
11, 9, 29828,30469, 641
3, 12, 29883,30413, 530
5, 4, 29883,30678, 795
21, 3, 29883,31186, 1303
28, 11, 29883,31186, 1303
25, 8, 29972,30613, 641
9, 1, 30208,30672, 464
20, 7, 30237,31275, 1038
22, 5, 30413,30811, 398
24, 6, 30546,31076, 530
11, 8, 30613,31254, 641
13, 9, 30656,31694, 1038
27, 4, 30678,31716, 1038
6, 5, 30811,31849, 1038
23, 6, 31076,31540, 464
3, 11, 31186,31716, 530
5, 3, 31186,31981, 795
21, 2, 31186,32489, 1303
28, 10, 31186,32489, 1303
2, 8, 31254,31718, 464
25, 7, 31275,31916, 641
20, 6, 31540,32578, 1038
22, 4, 31716,32114, 398
13, 8, 31718,32756, 1038
24, 5, 31849,32379, 530
11, 7, 31916,32557, 641
27, 3, 31981,33019, 1038
6, 4, 32114,33152, 1038
23, 5, 32379,32843, 464
3, 10, 32489,33019, 530
5, 2, 32489,33284, 795
21, 1, 32489,33792, 1303
28, 9, 32489,33792, 1303
2, 7, 32557,33021, 464
25, 6, 32578,33219, 641
20, 5, 32843,33881, 1038
22, 3, 33019,33417, 398
13, 7, 33021,34059, 1038
24, 4, 33152,33682, 530
2, 6, 33219,33683, 464
27, 2, 33284,34322, 1038
6, 3, 33417,34455, 1038
23, 4, 33682,34146, 464
11, 6, 33683,34324, 641
3, 9, 33792,34322, 530
5, 1, 33792,34587, 795
28, 8, 33792,35095, 1303
2, 5, 33881,34345, 464
20, 4, 34146,35184, 1038
22, 2, 34322,34720, 398
13, 6, 34324,35362, 1038
11, 5, 34345,34986, 641
24, 3, 34455,34985, 530
27, 1, 34587,35625, 1038
6, 2, 34720,35758, 1038
23, 3, 34985,35449, 464
25, 5, 34986,35627, 641
3, 8, 35095,35625, 530
28, 7, 35095,36398, 1303
11, 4, 35184,35825, 641
20, 3, 35449,36487, 1038
22, 1, 35625,36023, 398
13, 5, 35627,36665, 1038
24, 2, 35758,36288, 530
2, 4, 35825,36289, 464
6, 1, 36023,37061, 1038
23, 2, 36288,36752, 464
25, 4, 36289,36930, 641
3, 7, 36398,36928, 530
28, 6, 36398,37701, 1303
2, 3, 36487,36951, 464
20, 2, 36752,37790, 1038
13, 4, 36930,37968, 1038
11, 3, 36951,37592, 641
24, 1, 37061,37591, 530
23, 1, 37591,38055, 464
25, 3, 37592,38233, 641
3, 6, 37701,38231, 530
28, 5, 37701,39004, 1303
2, 2, 37790,38254, 464
20, 1, 38055,39093, 1038
13, 3, 38233,39271, 1038
25, 2, 38254,38895, 641
11, 2, 38895,39536, 641
3, 5, 39004,39534, 530
28, 4, 39004,40307, 1303
25, 1, 39093,39734, 641
13, 2, 39536,40574, 1038
2, 1, 39734,40198, 464
11, 1, 40198,40839, 641
3, 4, 40307,40837, 530
28, 3, 40307,41610, 1303
13, 1, 40839,41877, 1038
3, 3, 41610,42140, 530
28, 2, 41610,42913, 1303
3, 2, 42913,43443, 530
28, 1, 42913,44216, 1303
3, 1, 44216,44746, 530