加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
1, 1, 0,301, 301
1, 2, 301,602, 301
35, 1, 301,1345, 1044
1, 3, 602,903, 301
1, 4, 903,1204, 301
1, 4, 1204,1795, 591
33, 1, 1345,1972, 627
35, 2, 1345,2389, 1044
1, 3, 1795,2386, 591
29, 1, 1972,2273, 301
24, 1, 2273,2683, 410
29, 2, 2389,2690, 301
35, 3, 2389,3433, 1044
26, 1, 2683,3310, 627
1, 2, 2690,3281, 591
24, 2, 3281,3691, 410
16, 1, 3310,3665, 355
29, 3, 3433,3734, 301
35, 4, 3433,4477, 1044
1, 1, 3665,4256, 591
16, 2, 3691,4046, 355
24, 3, 3734,4144, 410
26, 2, 4046,4673, 627
16, 3, 4144,4499, 355
21, 1, 4256,5300, 1044
24, 4, 4477,4887, 410
26, 3, 4673,5300, 627
33, 2, 4673,5300, 627
35, 4, 4887,6964, 2077
5, 1, 5300,5927, 627
21, 2, 5300,6344, 1044
33, 3, 5300,5927, 627
6, 1, 5927,6753, 826
5, 2, 6344,6971, 627
21, 3, 6344,7388, 1044
14, 1, 6753,7797, 1044
33, 4, 6964,7591, 627
6, 2, 6971,7797, 826
35, 3, 7388,9465, 2077
33, 4, 7591,8834, 1243
8, 1, 7797,8098, 301
14, 2, 7797,8841, 1044
18, 1, 8098,8598, 500
23, 1, 8598,8953, 355
21, 4, 8834,9878, 1044
18, 2, 8841,9341, 500
12, 1, 8953,9580, 627
8, 2, 9341,9642, 301
18, 3, 9465,9965, 500
17, 1, 9580,9990, 410
23, 2, 9642,9997, 355
16, 4, 9878,10233, 355
14, 3, 9965,11009, 1044
25, 1, 9990,10490, 500
17, 2, 9997,10407, 410
29, 4, 10233,10534, 301
35, 2, 10407,12484, 2077
4, 1, 10490,10990, 500
21, 4, 10534,12611, 2077
9, 1, 10990,11345, 355
17, 3, 11009,11419, 410
7, 1, 11345,12389, 1044
5, 3, 11419,12046, 627
23, 3, 12046,12401, 355
15, 1, 12389,12690, 301
8, 3, 12401,12702, 301
9, 2, 12484,12839, 355
16, 4, 12611,13311, 700
13, 1, 12690,13516, 826
33, 3, 12702,13945, 1243
12, 2, 12839,13466, 627
24, 4, 13311,14119, 808
7, 2, 13466,14510, 1044
19, 1, 13516,14143, 627
9, 3, 13945,14300, 355
5, 4, 14119,14746, 627
28, 1, 14143,15187, 1044
6, 3, 14300,15126, 826
13, 2, 14510,15336, 826
9, 4, 14746,15101, 355
18, 4, 15101,15601, 500
12, 3, 15126,15753, 627
2, 1, 15187,15542, 355
19, 2, 15336,15963, 627
35, 1, 15542,17619, 2077
6, 4, 15601,16427, 826
16, 3, 15753,16453, 700
4, 2, 15963,16463, 500
5, 4, 16427,17670, 1243
13, 3, 16453,17279, 826
33, 2, 16463,17706, 1243
7, 3, 17279,18323, 1044
31, 1, 17619,18029, 410
13, 4, 17670,18496, 826
16, 2, 17706,18406, 700
32, 1, 18029,18529, 500
4, 3, 18323,18823, 500
31, 2, 18406,18816, 410
29, 4, 18496,19087, 591
34, 1, 18529,19355, 826
25, 2, 18816,19316, 500
21, 3, 18823,20900, 2077
12, 4, 19087,19714, 627
28, 2, 19316,20360, 1044
33, 1, 19355,20598, 1243
6, 4, 19714,21356, 1642
34, 2, 20360,21186, 826
16, 1, 20598,21298, 700
29, 3, 20900,21491, 591
15, 2, 21186,21487, 301
22, 1, 21298,21599, 301
12, 4, 21356,22599, 1243
2, 2, 21487,21842, 355
28, 3, 21491,22535, 1044
30, 1, 21599,21954, 355
22, 2, 21842,22143, 301
11, 1, 21954,22454, 500
21, 2, 22143,24220, 2077
27, 1, 22454,23280, 826
31, 3, 22535,22945, 410
4, 4, 22599,23099, 500
25, 3, 22945,23445, 500
7, 4, 23099,24143, 1044
10, 1, 23280,23690, 410
12, 3, 23445,24688, 1243
3, 1, 23690,24100, 410
20, 1, 24100,24926, 826
23, 4, 24143,24498, 355
27, 2, 24220,25046, 826
13, 4, 24498,26140, 1642
15, 3, 24688,24989, 301
21, 1, 24926,27003, 2077
22, 3, 24989,25290, 301
3, 2, 25046,25456, 410
6, 3, 25290,26932, 1642
12, 2, 25456,26699, 1243
26, 4, 26140,26767, 627
32, 2, 26699,27199, 500
14, 4, 26767,27811, 1044
24, 3, 26932,27740, 808
12, 1, 27003,28246, 1243
30, 2, 27199,27554, 355
11, 2, 27554,28054, 500
32, 3, 27740,28240, 500
26, 4, 27811,29054, 1243
20, 2, 28054,28880, 826
13, 3, 28240,29882, 1642
6, 2, 28880,30522, 1642
8, 4, 29054,29355, 301
25, 4, 29355,29855, 500
32, 4, 29855,30355, 500
5, 3, 29882,31125, 1243
9, 4, 30355,31055, 700
6, 1, 30522,32164, 1642
29, 2, 30522,31113, 591
28, 4, 31055,32099, 1044
24, 2, 31113,31921, 808
34, 3, 31125,31951, 826
10, 2, 31921,32331, 410
30, 3, 31951,32306, 355
8, 4, 32099,32690, 591
29, 1, 32164,32755, 591
20, 3, 32306,33132, 826
5, 2, 32331,33574, 1243
17, 4, 32690,33100, 410
24, 1, 32755,33563, 808
14, 4, 33100,35177, 2077
10, 3, 33132,33542, 410
19, 3, 33542,34169, 627
5, 1, 33574,34817, 1243
13, 2, 33574,35216, 1642
11, 3, 34169,34669, 500
27, 3, 34669,35495, 826
32, 4, 35177,36167, 990
13, 1, 35216,36858, 1642
14, 3, 35495,37572, 2077
20, 4, 36167,36993, 826
28, 4, 36993,39070, 2077
3, 3, 37572,37982, 410
14, 2, 37572,39649, 2077
8, 3, 37982,38573, 591
26, 3, 38573,39816, 1243
4, 4, 39070,40060, 990
8, 2, 39649,40240, 591
14, 1, 39649,41726, 2077
9, 3, 39816,40516, 700
19, 4, 40060,40687, 627
26, 2, 40240,41483, 1243
32, 3, 40516,41506, 990
3, 4, 40687,41097, 410
17, 4, 41097,41905, 808
9, 2, 41483,42183, 700
28, 3, 41506,43583, 2077
26, 1, 41726,42969, 1243
22, 4, 41905,42206, 301
32, 2, 42183,43173, 990
23, 4, 42206,42906, 700
22, 4, 42906,43497, 591
9, 1, 42969,43669, 700
34, 4, 43497,44323, 826
2, 3, 43583,43938, 355
28, 2, 43583,45660, 2077
8, 1, 43669,44260, 591
23, 3, 43938,44638, 700
32, 1, 44260,45250, 990
3, 4, 44323,45131, 808
22, 3, 44638,45229, 591
34, 4, 45131,46773, 1642
17, 3, 45229,46037, 808
22, 2, 45660,46251, 591
28, 1, 45660,47737, 2077
3, 3, 46037,46845, 808
17, 2, 46251,47059, 808
7, 4, 46773,48850, 2077
34, 3, 46845,48487, 1642
23, 2, 47059,47759, 700
17, 1, 47737,48545, 808
3, 2, 47759,48567, 808
4, 3, 48487,49477, 990
23, 1, 48545,49245, 700
34, 2, 48567,50209, 1642
30, 4, 48850,49205, 355
18, 4, 49205,50195, 990
3, 1, 49245,50053, 808
7, 3, 49477,51554, 2077
22, 1, 50053,50644, 591
20, 4, 50195,51837, 1642
4, 2, 50209,51199, 990
34, 1, 50644,52286, 1642
7, 2, 51554,53631, 2077
18, 3, 51554,52544, 990
27, 4, 51837,52663, 826
4, 1, 52286,53276, 990
20, 3, 52544,54186, 1642
27, 4, 52663,54305, 1642
7, 1, 53631,55708, 2077
18, 2, 53631,54621, 990
25, 4, 54305,55295, 990
27, 3, 54305,55947, 1642
20, 2, 54621,56263, 1642
19, 4, 55295,56538, 1243
18, 1, 55708,56698, 990
25, 3, 55947,56937, 990
27, 2, 56263,57905, 1642
10, 4, 56538,56948, 410
20, 1, 56698,58340, 1642
19, 3, 56937,58180, 1243
15, 4, 56948,57249, 301
15, 4, 57249,57840, 591
30, 4, 57840,58540, 700
25, 2, 57905,58895, 990
15, 3, 58180,58771, 591
27, 1, 58340,59982, 1642
2, 4, 58540,58895, 355
30, 3, 58771,59471, 700
11, 4, 58895,59395, 500
15, 2, 58895,59486, 591
31, 4, 59395,59805, 410
19, 2, 59486,60729, 1243
2, 4, 59805,60505, 700
15, 1, 59982,60573, 591
2, 3, 60505,61205, 700
31, 4, 60505,61313, 808
25, 1, 60573,61563, 990
30, 2, 60729,61429, 700
10, 4, 61313,62121, 808
31, 3, 61313,62121, 808
2, 2, 61429,62129, 700
19, 1, 61563,62806, 1243
10, 3, 62121,62929, 808
11, 4, 62121,63111, 990
31, 2, 62129,62937, 808
30, 1, 62806,63506, 700
10, 2, 62937,63745, 808
11, 3, 63111,64101, 990
2, 1, 63506,64206, 700
11, 2, 64101,65091, 990
31, 1, 64206,65014, 808
10, 1, 65014,65822, 808
11, 1, 65822,66812, 990